POSIÇÃO INICIAL: 50
================================
Movimento: L4      | 50 -> 46 
Movimento: L6      | 75 -> 69 
Movimento: R8      | 69 -> 77 
Movimento: R23     | 77 -> 00 <-- ZERO
Movimento: R11     | 00 -> 11 
Movimento: L14     | 11 -> 97 
Movimento: R103    | 97 -> 00 <-- ZERO
Movimento: L7      | 00 -> 93 
Movimento: L45     | 93 -> 48 
Movimento: L43     | 48 -> 05 
Movimento: R95     | 05 -> 00 <-- ZERO
Movimento: R47     | 00 -> 47 
Movimento: R94     | 47 -> 41 
Movimento: R779    | 41 -> 20 
Movimento: R86     | 20 -> 06 
Movimento: R43     | 06 -> 49 
Movimento: L20     | 49 -> 29 
Movimento: L60     | 29 -> 69 
Movimento: L69     | 69 -> 00 <-- ZERO
Movimento: R128    | 00 -> 28 
Movimento: R827    | 28 -> 55 
Movimento: L55     | 55 -> 00 <-- ZERO
Movimento: L26     | 00 -> 74 
Movimento: R28     | 74 -> 02 
Movimento: R710    | 02 -> 12 
Movimento: L12     | 12 -> 00 <-- ZERO
Movimento: L332    | 00 -> 68 
Movimento: L68     | 68 -> 00 <-- ZERO
Movimento: R14     | 00 -> 14 
Movimento: L77     | 14 -> 37 
Movimento: R12     | 37 -> 49 
Movimento: L12     | 49 -> 37 
Movimento: R328    | 37 -> 65 
Movimento: R935    | 65 -> 00 <-- ZERO
Movimento: L412    | 00 -> 88 
Movimento: R28     | 88 -> 16 
Movimento: L456    | 16 -> 60 
Movimento: R97     | 60 -> 57 
Movimento: R67     | 57 -> 24 
Movimento: L24     | 24 -> 00 <-- ZERO
Movimento: R87     | 00 -> 87 
Movimento: R913    | 87 -> 00 <-- ZERO
Movimento: R98     | 00 -> 98 
Movimento: R502    | 98 -> 00 <-- ZERO
Movimento: L840    | 00 -> 60 
Movimento: L56     | 60 -> 04 
Movimento: L54     | 04 -> 50 
Movimento: R450    | 50 -> 00 <-- ZERO
Movimento: L88     | 00 -> 12 
Movimento: R94     | 12 -> 06 
Movimento: L68     | 06 -> 38 
Movimento: R38     | 38 -> 76 
Movimento: R38     | 76 -> 14 
Movimento: R88     | 14 -> 02 
Movimento: R98     | 02 -> 00 <-- ZERO
Movimento: R28     | 00 -> 28 
Movimento: R72     | 28 -> 00 <-- ZERO
Movimento: R83     | 00 -> 83 
Movimento: R69     | 83 -> 52 
Movimento: R5      | 52 -> 57 
Movimento: L57     | 57 -> 00 <-- ZERO
Movimento: R53     | 00 -> 53 
Movimento: L389    | 53 -> 64 
Movimento: R636    | 64 -> 00 <-- ZERO
Movimento: R89     | 00 -> 89 
Movimento: L89     | 89 -> 00 <-- ZERO
Movimento: R504    | 00 -> 04 
Movimento: R10     | 04 -> 14 
Movimento: R986    | 14 -> 00 <-- ZERO
Movimento: R42     | 00 -> 42 
Movimento: R458    | 42 -> 00 <-- ZERO
Movimento: R75     | 00 -> 75 
Movimento: L16     | 75 -> 59 
Movimento: L94     | 59 -> 65 
Movimento: L65     | 65 -> 00 <-- ZERO
Movimento: R76     | 00 -> 76 
Movimento: R724    | 76 -> 00 <-- ZERO
Movimento: R14     | 00 -> 14 
Movimento: L14     | 14 -> 00 <-- ZERO
Movimento: L60     | 00 -> 40 
Movimento: L88     | 40 -> 52 
Movimento: R87     | 52 -> 39 
Movimento: R47     | 39 -> 86 
Movimento: R57     | 86 -> 43 
Movimento: R57     | 43 -> 00 <-- ZERO
Movimento: L13     | 00 -> 87 
Movimento: L772    | 87 -> 15 
Movimento: R16     | 15 -> 31 
Movimento: R51     | 31 -> 82 
Movimento: L82     | 82 -> 00 <-- ZERO
Movimento: L74     | 00 -> 26 
Movimento: R74     | 26 -> 00 <-- ZERO
Movimento: L54     | 00 -> 46 
Movimento: L74     | 46 -> 72 
Movimento: L77     | 72 -> 95 
Movimento: R5      | 95 -> 00 <-- ZERO
Movimento: L408    | 00 -> 92 
Movimento: R50     | 92 -> 42 
Movimento: R12     | 42 -> 54 
Movimento: R46     | 54 -> 00 <-- ZERO
Movimento: L62     | 00 -> 38 
Movimento: R44     | 38 -> 82 
Movimento: L54     | 82 -> 28 
Movimento: R772    | 28 -> 00 <-- ZERO
Movimento: L4      | 00 -> 96 
Movimento: L96     | 96 -> 00 <-- ZERO
Movimento: L17     | 00 -> 83 
Movimento: L30     | 83 -> 53 
Movimento: R56     | 53 -> 09 
Movimento: R39     | 09 -> 48 
Movimento: R92     | 48 -> 40 
Movimento: R460    | 40 -> 00 <-- ZERO
Movimento: R5      | 00 -> 05 
Movimento: L5      | 05 -> 00 <-- ZERO
Movimento: L51     | 00 -> 49 
Movimento: R351    | 49 -> 00 <-- ZERO
Movimento: L84     | 00 -> 16 
Movimento: L347    | 16 -> 69 
Movimento: R37     | 69 -> 06 
Movimento: R863    | 06 -> 69 
Movimento: R233    | 69 -> 02 
Movimento: L45     | 02 -> 57 
Movimento: R543    | 57 -> 00 <-- ZERO
Movimento: R74     | 00 -> 74 
Movimento: L874    | 74 -> 00 <-- ZERO
Movimento: L45     | 00 -> 55 
Movimento: R45     | 55 -> 00 <-- ZERO
Movimento: L149    | 00 -> 51 
Movimento: R49     | 51 -> 00 <-- ZERO
Movimento: L85     | 00 -> 15 
Movimento: L14     | 15 -> 01 
Movimento: L26     | 01 -> 75 
Movimento: L75     | 75 -> 00 <-- ZERO
Movimento: L34     | 00 -> 66 
Movimento: L573    | 66 -> 93 
Movimento: R85     | 93 -> 78 
Movimento: L78     | 78 -> 00 <-- ZERO
Movimento: L13     | 00 -> 87 
Movimento: L92     | 87 -> 95 
Movimento: L95     | 95 -> 00 <-- ZERO
Movimento: R252    | 00 -> 52 
Movimento: L11     | 52 -> 41 
Movimento: L469    | 41 -> 72 
Movimento: L72     | 72 -> 00 <-- ZERO
Movimento: L98     | 00 -> 02 
Movimento: L20     | 02 -> 82 
Movimento: R30     | 82 -> 12 
Movimento: L312    | 12 -> 00 <-- ZERO
Movimento: L711    | 00 -> 89 
Movimento: R4      | 89 -> 93 
Movimento: R120    | 93 -> 13 
Movimento: R69     | 13 -> 82 
Movimento: R85     | 82 -> 67 
Movimento: R33     | 67 -> 00 <-- ZERO
Movimento: R72     | 00 -> 72 
Movimento: R74     | 72 -> 46 
Movimento: L46     | 46 -> 00 <-- ZERO
Movimento: R95     | 00 -> 95 
Movimento: L295    | 95 -> 00 <-- ZERO
Movimento: L87     | 00 -> 13 
Movimento: L96     | 13 -> 17 
Movimento: R94     | 17 -> 11 
Movimento: R78     | 11 -> 89 
Movimento: L95     | 89 -> 94 
Movimento: L52     | 94 -> 42 
Movimento: L22     | 42 -> 20 
Movimento: L260    | 20 -> 60 
Movimento: L23     | 60 -> 37 
Movimento: L137    | 37 -> 00 <-- ZERO
Movimento: R507    | 00 -> 07 
Movimento: R793    | 07 -> 00 <-- ZERO
Movimento: L96     | 00 -> 04 
Movimento: L4      | 04 -> 00 <-- ZERO
Movimento: R27     | 00 -> 27 
Movimento: L527    | 27 -> 00 <-- ZERO
Movimento: R70     | 00 -> 70 
Movimento: R30     | 70 -> 00 <-- ZERO
Movimento: R61     | 00 -> 61 
Movimento: R75     | 61 -> 36 
Movimento: R56     | 36 -> 92 
Movimento: R83     | 92 -> 75 
Movimento: L17     | 75 -> 58 
Movimento: R58     | 58 -> 16 
Movimento: L916    | 16 -> 00 <-- ZERO
Movimento: L31     | 00 -> 69 
Movimento: L19     | 69 -> 50 
Movimento: L50     | 50 -> 00 <-- ZERO
Movimento: L70     | 00 -> 30 
Movimento: R2      | 30 -> 32 
Movimento: R68     | 32 -> 00 <-- ZERO
Movimento: L16     | 00 -> 84 
Movimento: L3      | 84 -> 81 
Movimento: R69     | 81 -> 50 
Movimento: L84     | 50 -> 66 
Movimento: R8      | 66 -> 74 
Movimento: L267    | 74 -> 07 
Movimento: R93     | 07 -> 00 <-- ZERO
Movimento: R88     | 00 -> 88 
Movimento: L88     | 88 -> 00 <-- ZERO
Movimento: L76     | 00 -> 24 
Movimento: R578    | 24 -> 02 
Movimento: R708    | 02 -> 10 
Movimento: R23     | 10 -> 33 
Movimento: L74     | 33 -> 59 
Movimento: R41     | 59 -> 00 <-- ZERO
Movimento: R38     | 00 -> 38 
Movimento: L38     | 38 -> 00 <-- ZERO
Movimento: R857    | 00 -> 57 
Movimento: R43     | 57 -> 00 <-- ZERO
Movimento: R13     | 00 -> 13 
Movimento: L432    | 13 -> 81 
Movimento: L15     | 81 -> 66 
Movimento: R99     | 66 -> 65 
Movimento: R43     | 65 -> 08 
Movimento: L4      | 08 -> 04 
Movimento: L87     | 04 -> 17 
Movimento: R40     | 17 -> 57 
Movimento: L644    | 57 -> 13 
Movimento: R379    | 13 -> 92 
Movimento: R81     | 92 -> 73 
Movimento: R65     | 73 -> 38 
Movimento: L96     | 38 -> 42 
Movimento: R58     | 42 -> 00 <-- ZERO
Movimento: R98     | 00 -> 98 
Movimento: R5      | 98 -> 03 
Movimento: L80     | 03 -> 23 
Movimento: R77     | 23 -> 00 <-- ZERO
Movimento: R70     | 00 -> 70 
Movimento: L24     | 70 -> 46 
Movimento: L60     | 46 -> 86 
Movimento: R53     | 86 -> 39 
Movimento: L39     | 39 -> 00 <-- ZERO
Movimento: R66     | 00 -> 66 
Movimento: L344    | 66 -> 22 
Movimento: L1      | 22 -> 21 
Movimento: R56     | 21 -> 77 
Movimento: L77     | 77 -> 00 <-- ZERO
Movimento: L90     | 00 -> 10 
Movimento: R775    | 10 -> 85 
Movimento: R15     | 85 -> 00 <-- ZERO
Movimento: R16     | 00 -> 16 
Movimento: R84     | 16 -> 00 <-- ZERO
Movimento: L41     | 00 -> 59 
Movimento: R41     | 59 -> 00 <-- ZERO
Movimento: L8      | 00 -> 92 
Movimento: R98     | 92 -> 90 
Movimento: L890    | 90 -> 00 <-- ZERO
Movimento: R9      | 00 -> 09 
Movimento: R3      | 09 -> 12 
Movimento: R54     | 12 -> 66 
Movimento: L80     | 66 -> 86 
Movimento: L83     | 86 -> 03 
Movimento: R65     | 03 -> 68 
Movimento: R33     | 68 -> 01 
Movimento: R1      | 01 -> 02 
Movimento: L356    | 02 -> 46 
Movimento: L108    | 46 -> 38 
Movimento: L10     | 38 -> 28 
Movimento: L851    | 28 -> 77 
Movimento: R27     | 77 -> 04 
Movimento: R42     | 04 -> 46 
Movimento: R46     | 46 -> 92 
Movimento: L692    | 92 -> 00 <-- ZERO
Movimento: L817    | 00 -> 83 
Movimento: L83     | 83 -> 00 <-- ZERO
Movimento: R58     | 00 -> 58 
Movimento: R42     | 58 -> 00 <-- ZERO
Movimento: R51     | 00 -> 51 
Movimento: L74     | 51 -> 77 
Movimento: R23     | 77 -> 00 <-- ZERO
Movimento: R957    | 00 -> 57 
Movimento: R86     | 57 -> 43 
Movimento: R70     | 43 -> 13 
Movimento: R724    | 13 -> 37 
Movimento: R14     | 37 -> 51 
Movimento: L851    | 51 -> 00 <-- ZERO
Movimento: L42     | 00 -> 58 
Movimento: R42     | 58 -> 00 <-- ZERO
Movimento: R83     | 00 -> 83 
Movimento: L83     | 83 -> 00 <-- ZERO
Movimento: L38     | 00 -> 62 
Movimento: R438    | 62 -> 00 <-- ZERO
Movimento: R724    | 00 -> 24 
Movimento: L17     | 24 -> 07 
Movimento: R938    | 07 -> 45 
Movimento: L45     | 45 -> 00 <-- ZERO
Movimento: R50     | 00 -> 50 
Movimento: R50     | 50 -> 00 <-- ZERO
Movimento: R118    | 00 -> 18 
Movimento: R82     | 18 -> 00 <-- ZERO
Movimento: L22     | 00 -> 78 
Movimento: R856    | 78 -> 34 
Movimento: L86     | 34 -> 48 
Movimento: L48     | 48 -> 00 <-- ZERO
Movimento: R96     | 00 -> 96 
Movimento: R78     | 96 -> 74 
Movimento: R36     | 74 -> 10 
Movimento: R95     | 10 -> 05 
Movimento: R3      | 05 -> 08 
Movimento: R92     | 08 -> 00 <-- ZERO
Movimento: L11     | 00 -> 89 
Movimento: L52     | 89 -> 37 
Movimento: L57     | 37 -> 80 
Movimento: R76     | 80 -> 56 
Movimento: L56     | 56 -> 00 <-- ZERO
Movimento: R85     | 00 -> 85 
Movimento: R15     | 85 -> 00 <-- ZERO
Movimento: R6      | 00 -> 06 
Movimento: L21     | 06 -> 85 
Movimento: L61     | 85 -> 24 
Movimento: R21     | 24 -> 45 
Movimento: R86     | 45 -> 31 
Movimento: L43     | 31 -> 88 
Movimento: L66     | 88 -> 22 
Movimento: R46     | 22 -> 68 
Movimento: L30     | 68 -> 38 
Movimento: L689    | 38 -> 49 
Movimento: R12     | 49 -> 61 
Movimento: L11     | 61 -> 50 
Movimento: R57     | 50 -> 07 
Movimento: R66     | 07 -> 73 
Movimento: R41     | 73 -> 14 
Movimento: L69     | 14 -> 45 
Movimento: L45     | 45 -> 00 <-- ZERO
Movimento: R18     | 00 -> 18 
Movimento: R679    | 18 -> 97 
Movimento: L37     | 97 -> 60 
Movimento: L652    | 60 -> 08 
Movimento: R31     | 08 -> 39 
Movimento: L96     | 39 -> 43 
Movimento: L80     | 43 -> 63 
Movimento: L963    | 63 -> 00 <-- ZERO
Movimento: L24     | 00 -> 76 
Movimento: R24     | 76 -> 00 <-- ZERO
Movimento: R99     | 00 -> 99 
Movimento: L4      | 99 -> 95 
Movimento: L9      | 95 -> 86 
Movimento: L86     | 86 -> 00 <-- ZERO
Movimento: L74     | 00 -> 26 
Movimento: R78     | 26 -> 04 
Movimento: L38     | 04 -> 66 
Movimento: R34     | 66 -> 00 <-- ZERO
Movimento: L21     | 00 -> 79 
Movimento: R21     | 79 -> 00 <-- ZERO
Movimento: L554    | 00 -> 46 
Movimento: R20     | 46 -> 66 
Movimento: R133    | 66 -> 99 
Movimento: L99     | 99 -> 00 <-- ZERO
Movimento: R56     | 00 -> 56 
Movimento: L556    | 56 -> 00 <-- ZERO
Movimento: R539    | 00 -> 39 
Movimento: L77     | 39 -> 62 
Movimento: L1      | 62 -> 61 
Movimento: L19     | 61 -> 42 
Movimento: R380    | 42 -> 22 
Movimento: R78     | 22 -> 00 <-- ZERO
Movimento: R870    | 00 -> 70 
Movimento: L368    | 70 -> 02 
Movimento: L85     | 02 -> 17 
Movimento: R86     | 17 -> 03 
Movimento: R97     | 03 -> 00 <-- ZERO
Movimento: L47     | 00 -> 53 
Movimento: R47     | 53 -> 00 <-- ZERO
Movimento: R981    | 00 -> 81 
Movimento: R59     | 81 -> 40 
Movimento: R75     | 40 -> 15 
Movimento: R25     | 15 -> 40 
Movimento: R60     | 40 -> 00 <-- ZERO
Movimento: L87     | 00 -> 13 
Movimento: L14     | 13 -> 99 
Movimento: R501    | 99 -> 00 <-- ZERO
Movimento: L9      | 00 -> 91 
Movimento: R53     | 91 -> 44 
Movimento: R56     | 44 -> 00 <-- ZERO
Movimento: R97     | 00 -> 97 
Movimento: R57     | 97 -> 54 
Movimento: R921    | 54 -> 75 
Movimento: L175    | 75 -> 00 <-- ZERO
Movimento: L822    | 00 -> 78 
Movimento: R22     | 78 -> 00 <-- ZERO
Movimento: L908    | 00 -> 92 
Movimento: L92     | 92 -> 00 <-- ZERO
Movimento: L45     | 00 -> 55 
Movimento: R45     | 55 -> 00 <-- ZERO
Movimento: R28     | 00 -> 28 
Movimento: L28     | 28 -> 00 <-- ZERO
Movimento: L84     | 00 -> 16 
Movimento: L85     | 16 -> 31 
Movimento: L613    | 31 -> 18 
Movimento: L85     | 18 -> 33 
Movimento: L33     | 33 -> 00 <-- ZERO
Movimento: L20     | 00 -> 80 
Movimento: L964    | 80 -> 16 
Movimento: L386    | 16 -> 30 
Movimento: R70     | 30 -> 00 <-- ZERO
Movimento: L6      | 00 -> 94 
Movimento: R6      | 94 -> 00 <-- ZERO
Movimento: R553    | 00 -> 53 
Movimento: R73     | 53 -> 26 
Movimento: R12     | 26 -> 38 
Movimento: L13     | 38 -> 25 
Movimento: L25     | 25 -> 00 <-- ZERO
Movimento: R66     | 00 -> 66 
Movimento: L45     | 66 -> 21 
Movimento: L77     | 21 -> 44 
Movimento: R56     | 44 -> 00 <-- ZERO
Movimento: L4      | 00 -> 96 
Movimento: R3      | 96 -> 99 
Movimento: R97     | 99 -> 96 
Movimento: R4      | 96 -> 00 <-- ZERO
Movimento: L73     | 00 -> 27 
Movimento: R72     | 27 -> 99 
Movimento: L19     | 99 -> 80 
Movimento: R16     | 80 -> 96 
Movimento: L96     | 96 -> 00 <-- ZERO
Movimento: L91     | 00 -> 09 
Movimento: R76     | 09 -> 85 
Movimento: R915    | 85 -> 00 <-- ZERO
Movimento: L20     | 00 -> 80 
Movimento: R78     | 80 -> 58 
Movimento: R12     | 58 -> 70 
Movimento: L70     | 70 -> 00 <-- ZERO
Movimento: L35     | 00 -> 65 
Movimento: R93     | 65 -> 58 
Movimento: R99     | 58 -> 57 
Movimento: R82     | 57 -> 39 
Movimento: R61     | 39 -> 00 <-- ZERO
Movimento: R70     | 00 -> 70 
Movimento: L41     | 70 -> 29 
Movimento: L94     | 29 -> 35 
Movimento: L35     | 35 -> 00 <-- ZERO
Movimento: L98     | 00 -> 02 
Movimento: R370    | 02 -> 72 
Movimento: R84     | 72 -> 56 
Movimento: L28     | 56 -> 28 
Movimento: L283    | 28 -> 45 
Movimento: L991    | 45 -> 54 
Movimento: R46     | 54 -> 00 <-- ZERO
Movimento: L2      | 00 -> 98 
Movimento: L34     | 98 -> 64 
Movimento: L16     | 64 -> 48 
Movimento: L12     | 48 -> 36 
Movimento: R283    | 36 -> 19 
Movimento: L840    | 19 -> 79 
Movimento: L47     | 79 -> 32 
Movimento: R31     | 32 -> 63 
Movimento: L26     | 63 -> 37 
Movimento: L89     | 37 -> 48 
Movimento: L857    | 48 -> 91 
Movimento: R53     | 91 -> 44 
Movimento: R64     | 44 -> 08 
Movimento: L208    | 08 -> 00 <-- ZERO
Movimento: L28     | 00 -> 72 
Movimento: L72     | 72 -> 00 <-- ZERO
Movimento: R1      | 00 -> 01 
Movimento: R99     | 01 -> 00 <-- ZERO
Movimento: L16     | 00 -> 84 
Movimento: R633    | 84 -> 17 
Movimento: R4      | 17 -> 21 
Movimento: L21     | 21 -> 00 <-- ZERO
Movimento: R91     | 00 -> 91 
Movimento: R609    | 91 -> 00 <-- ZERO
Movimento: L704    | 00 -> 96 
Movimento: L1      | 96 -> 95 
Movimento: R98     | 95 -> 93 
Movimento: L93     | 93 -> 00 <-- ZERO
Movimento: L848    | 00 -> 52 
Movimento: L32     | 52 -> 20 
Movimento: L620    | 20 -> 00 <-- ZERO
Movimento: R807    | 00 -> 07 
Movimento: R793    | 07 -> 00 <-- ZERO
Movimento: R64     | 00 -> 64 
Movimento: R36     | 64 -> 00 <-- ZERO
Movimento: L21     | 00 -> 79 
Movimento: R21     | 79 -> 00 <-- ZERO
Movimento: R70     | 00 -> 70 
Movimento: L70     | 70 -> 00 <-- ZERO
Movimento: R49     | 00 -> 49 
Movimento: R251    | 49 -> 00 <-- ZERO
Movimento: R31     | 00 -> 31 
Movimento: R69     | 31 -> 00 <-- ZERO
Movimento: R93     | 00 -> 93 
Movimento: R87     | 93 -> 80 
Movimento: R20     | 80 -> 00 <-- ZERO
Movimento: R58     | 00 -> 58 
Movimento: R234    | 58 -> 92 
Movimento: R8      | 92 -> 00 <-- ZERO
Movimento: R74     | 00 -> 74 
Movimento: R1      | 74 -> 75 
Movimento: L160    | 75 -> 15 
Movimento: L669    | 15 -> 46 
Movimento: R54     | 46 -> 00 <-- ZERO
Movimento: R43     | 00 -> 43 
Movimento: R96     | 43 -> 39 
Movimento: R40     | 39 -> 79 
Movimento: R588    | 79 -> 67 
Movimento: L264    | 67 -> 03 
Movimento: R97     | 03 -> 00 <-- ZERO
Movimento: L17     | 00 -> 83 
Movimento: R617    | 83 -> 00 <-- ZERO
Movimento: R66     | 00 -> 66 
Movimento: L9      | 66 -> 57 
Movimento: L59     | 57 -> 98 
Movimento: R3      | 98 -> 01 
Movimento: R99     | 01 -> 00 <-- ZERO
Movimento: L58     | 00 -> 42 
Movimento: R53     | 42 -> 95 
Movimento: R68     | 95 -> 63 
Movimento: L63     | 63 -> 00 <-- ZERO
Movimento: L48     | 00 -> 52 
Movimento: R39     | 52 -> 91 
Movimento: R85     | 91 -> 76 
Movimento: R70     | 76 -> 46 
Movimento: L80     | 46 -> 66 
Movimento: R34     | 66 -> 00 <-- ZERO
Movimento: L516    | 00 -> 84 
Movimento: R686    | 84 -> 70 
Movimento: R45     | 70 -> 15 
Movimento: L15     | 15 -> 00 <-- ZERO
Movimento: R63     | 00 -> 63 
Movimento: R37     | 63 -> 00 <-- ZERO
Movimento: L428    | 00 -> 72 
Movimento: R94     | 72 -> 66 
Movimento: R68     | 66 -> 34 
Movimento: L53     | 34 -> 81 
Movimento: L81     | 81 -> 00 <-- ZERO
Movimento: L956    | 00 -> 44 
Movimento: L46     | 44 -> 98 
Movimento: L59     | 98 -> 39 
Movimento: R261    | 39 -> 00 <-- ZERO
Movimento: L807    | 00 -> 93 
Movimento: L77     | 93 -> 16 
Movimento: L80     | 16 -> 36 
Movimento: L23     | 36 -> 13 
Movimento: L35     | 13 -> 78 
Movimento: R22     | 78 -> 00 <-- ZERO
Movimento: L20     | 00 -> 80 
Movimento: L480    | 80 -> 00 <-- ZERO
Movimento: L493    | 00 -> 07 
Movimento: R23     | 07 -> 30 
Movimento: L30     | 30 -> 00 <-- ZERO
Movimento: R96     | 00 -> 96 
Movimento: L29     | 96 -> 67 
Movimento: R133    | 67 -> 00 <-- ZERO
Movimento: L90     | 00 -> 10 
Movimento: R30     | 10 -> 40 
Movimento: R89     | 40 -> 29 
Movimento: R71     | 29 -> 00 <-- ZERO
Movimento: R42     | 00 -> 42 
Movimento: R73     | 42 -> 15 
Movimento: L385    | 15 -> 30 
Movimento: R870    | 30 -> 00 <-- ZERO
Movimento: L3      | 00 -> 97 
Movimento: R3      | 97 -> 00 <-- ZERO
Movimento: L13     | 00 -> 87 
Movimento: R6      | 87 -> 93 
Movimento: L493    | 93 -> 00 <-- ZERO
Movimento: R22     | 00 -> 22 
Movimento: L15     | 22 -> 07 
Movimento: L7      | 07 -> 00 <-- ZERO
Movimento: R51     | 00 -> 51 
Movimento: R49     | 51 -> 00 <-- ZERO
Movimento: R585    | 00 -> 85 
Movimento: L185    | 85 -> 00 <-- ZERO
Movimento: L37     | 00 -> 63 
Movimento: R77     | 63 -> 40 
Movimento: R123    | 40 -> 63 
Movimento: L87     | 63 -> 76 
Movimento: R24     | 76 -> 00 <-- ZERO
Movimento: L26     | 00 -> 74 
Movimento: R16     | 74 -> 90 
Movimento: L374    | 90 -> 16 
Movimento: R23     | 16 -> 39 
Movimento: L892    | 39 -> 47 
Movimento: R17     | 47 -> 64 
Movimento: R36     | 64 -> 00 <-- ZERO
Movimento: R12     | 00 -> 12 
Movimento: L181    | 12 -> 31 
Movimento: R44     | 31 -> 75 
Movimento: L54     | 75 -> 21 
Movimento: R79     | 21 -> 00 <-- ZERO
Movimento: R4      | 00 -> 04 
Movimento: R26     | 04 -> 30 
Movimento: L95     | 30 -> 35 
Movimento: L35     | 35 -> 00 <-- ZERO
Movimento: R296    | 00 -> 96 
Movimento: R4      | 96 -> 00 <-- ZERO
Movimento: L22     | 00 -> 78 
Movimento: L78     | 78 -> 00 <-- ZERO
Movimento: R80     | 00 -> 80 
Movimento: R39     | 80 -> 19 
Movimento: L55     | 19 -> 64 
Movimento: R66     | 64 -> 30 
Movimento: R89     | 30 -> 19 
Movimento: L719    | 19 -> 00 <-- ZERO
Movimento: L448    | 00 -> 52 
Movimento: L638    | 52 -> 14 
Movimento: R337    | 14 -> 51 
Movimento: R49     | 51 -> 00 <-- ZERO
Movimento: L99     | 00 -> 01 
Movimento: R138    | 01 -> 39 
Movimento: R52     | 39 -> 91 
Movimento: R83     | 91 -> 74 
Movimento: L96     | 74 -> 78 
Movimento: L13     | 78 -> 65 
Movimento: R17     | 65 -> 82 
Movimento: R27     | 82 -> 09 
Movimento: R91     | 09 -> 00 <-- ZERO
Movimento: R667    | 00 -> 67 
Movimento: R91     | 67 -> 58 
Movimento: L58     | 58 -> 00 <-- ZERO
Movimento: L759    | 00 -> 41 
Movimento: L41     | 41 -> 00 <-- ZERO
Movimento: R97     | 00 -> 97 
Movimento: R231    | 97 -> 28 
Movimento: L65     | 28 -> 63 
Movimento: L71     | 63 -> 92 
Movimento: L76     | 92 -> 16 
Movimento: L22     | 16 -> 94 
Movimento: R6      | 94 -> 00 <-- ZERO
Movimento: L90     | 00 -> 10 
Movimento: R51     | 10 -> 61 
Movimento: L28     | 61 -> 33 
Movimento: R30     | 33 -> 63 
Movimento: L63     | 63 -> 00 <-- ZERO
Movimento: R8      | 00 -> 08 
Movimento: R43     | 08 -> 51 
Movimento: R334    | 51 -> 85 
Movimento: R94     | 85 -> 79 
Movimento: L33     | 79 -> 46 
Movimento: R75     | 46 -> 21 
Movimento: L472    | 21 -> 49 
Movimento: L5      | 49 -> 44 
Movimento: R14     | 44 -> 58 
Movimento: R28     | 58 -> 86 
Movimento: R914    | 86 -> 00 <-- ZERO
Movimento: L717    | 00 -> 83 
Movimento: L55     | 83 -> 28 
Movimento: L89     | 28 -> 39 
Movimento: R68     | 39 -> 07 
Movimento: L55     | 07 -> 52 
Movimento: L776    | 52 -> 76 
Movimento: R75     | 76 -> 51 
Movimento: R49     | 51 -> 00 <-- ZERO
Movimento: R99     | 00 -> 99 
Movimento: R99     | 99 -> 98 
Movimento: R4      | 98 -> 02 
Movimento: R898    | 02 -> 00 <-- ZERO
Movimento: R67     | 00 -> 67 
Movimento: L34     | 67 -> 33 
Movimento: R67     | 33 -> 00 <-- ZERO
Movimento: R758    | 00 -> 58 
Movimento: R90     | 58 -> 48 
Movimento: L92     | 48 -> 56 
Movimento: R43     | 56 -> 99 
Movimento: L79     | 99 -> 20 
Movimento: R114    | 20 -> 34 
Movimento: L22     | 34 -> 12 
Movimento: R687    | 12 -> 99 
Movimento: R78     | 99 -> 77 
Movimento: R23     | 77 -> 00 <-- ZERO
Movimento: R63     | 00 -> 63 
Movimento: R95     | 63 -> 58 
Movimento: R27     | 58 -> 85 
Movimento: R5      | 85 -> 90 
Movimento: R10     | 90 -> 00 <-- ZERO
Movimento: R86     | 00 -> 86 
Movimento: L67     | 86 -> 19 
Movimento: R30     | 19 -> 49 
Movimento: L7      | 49 -> 42 
Movimento: R42     | 42 -> 84 
Movimento: L949    | 84 -> 35 
Movimento: L35     | 35 -> 00 <-- ZERO
Movimento: L14     | 00 -> 86 
Movimento: R292    | 86 -> 78 
Movimento: L371    | 78 -> 07 
Movimento: R93     | 07 -> 00 <-- ZERO
Movimento: R43     | 00 -> 43 
Movimento: R57     | 43 -> 00 <-- ZERO
Movimento: R52     | 00 -> 52 
Movimento: L92     | 52 -> 60 
Movimento: R318    | 60 -> 78 
Movimento: L17     | 78 -> 61 
Movimento: L73     | 61 -> 88 
Movimento: L88     | 88 -> 00 <-- ZERO
Movimento: R14     | 00 -> 14 
Movimento: L518    | 14 -> 96 
Movimento: R72     | 96 -> 68 
Movimento: R724    | 68 -> 92 
Movimento: R10     | 92 -> 02 
Movimento: L80     | 02 -> 22 
Movimento: R74     | 22 -> 96 
Movimento: R145    | 96 -> 41 
Movimento: L92     | 41 -> 49 
Movimento: L99     | 49 -> 50 
Movimento: R98     | 50 -> 48 
Movimento: L48     | 48 -> 00 <-- ZERO
Movimento: R85     | 00 -> 85 
Movimento: L85     | 85 -> 00 <-- ZERO
Movimento: L440    | 00 -> 60 
Movimento: L5      | 60 -> 55 
Movimento: R7      | 55 -> 62 
Movimento: R663    | 62 -> 25 
Movimento: L125    | 25 -> 00 <-- ZERO
Movimento: L92     | 00 -> 08 
Movimento: L8      | 08 -> 00 <-- ZERO
Movimento: L26     | 00 -> 74 
Movimento: R26     | 74 -> 00 <-- ZERO
